,VNQ,GLD,RSP,TLT,SVXY,TIP,EEM,SRLN,IWM,VMBS,RPG,VTI,CWB,HYG,VUG,GLTR,LQD,UGAZ,AMLP,REM,EMB
8/19/10,36.3229,120.39,35.1369,85.2012,5.184522553,93.2182,35.1887,35.30951201,54.2936,43.7129,32.8135,46.9336,25.4611,55.3313,46.0998,66.90332411,84.89903,2093959.385,9.097130302,24.0476,78.9409
8/20/10,36.2017,119.97,35.0694,85.1037,5.228715594,93.1041,35.084,35.30080212,54.3475,43.6441,32.9282,46.7688,25.3285,55.4667,45.9818,66.04661494,85.05238,1992236.873,9.095687757,24.1026,79.0969
8/23/10,36.0046,119.78,34.885,85.12,5.319344884,93.1041,34.7614,35.31016558,53.602,43.6613,32.7275,46.5173,25.2378,55.4667,45.7185,65.90302426,85.2364,1915537.282,9.109944123,24.0979,79.1891
8/24/10,35.8531,120.36,34.3632,86.501,5.179482555,93.42,34.308,35.26892579,52.9822,43.6871,32.173,45.8408,24.9307,55.1701,44.9558,65.62548778,85.43575,1880234.176,9.053579451,23.8294,78.9409
8/25/10,36.4442,121.36,34.4981,86.2167,5.28486787,93.42,34.0813,35.23732661,53.7905,43.6954,32.3068,45.9883,25.004,55.0953,45.1465,67.09939886,85.59677,1653593.722,9.0271,23.7287,78.6928
8/26/10,36.2168,120.96,34.2732,87.0372,5.22563751,93.9289,33.8633,35.25584714,53.3864,43.7773,32.0487,45.7021,25.0214,55.0153,44.7742,67.74436244,85.67344,1586000.298,9.0814,23.628,78.31
8/27/10,36.8383,121.01,34.903,84.5432,5.541460921,93.3673,34.6219,35.25268154,54.7966,43.7214,32.7571,46.5,25.2936,55.0089,45.4824,67.59572826,84.89136,1415039.49,9.0994,23.9804,78.0831
8/30/10,36.5427,120.91,34.3362,86.181,5.373141338,93.7885,34.0377,35.26252678,53.584,43.8074,32.2208,45.8105,24.9796,55.1094,44.8559,67.59411883,85.45109,1537545.585,9.0151,23.7455,77.9768
8/31/10,36.8307,122.08,34.3272,87.1509,5.467184557,94.0517,34.2469,35.26442069,53.4762,43.8728,32.1443,45.8235,25.0842,55.0927,44.7561,67.63277636,85.74245,1542284.894,9.009,23.8294,77.9768
9/1/10,38.0736,121.69,35.4158,85.3276,5.795846947,93.6481,35.4764,35.30197138,55.569,43.8039,33.3623,47.1851,25.4969,55.7001,46.0589,68.52943042,85.09166,1476709.542,9.0814,24.2657,78.4494
9/2/10,38.5738,122.29,35.8836,84.415,5.936841562,93.4725,35.5374,35.3400018,56.1888,43.7867,33.8843,47.6882,25.609,55.791,46.5628,68.65165805,84.98391,1463659.505,9.1356,24.3161,78.3925
9/3/10,39.1574,121.86,36.3964,83.3558,6.223981064,93.3233,35.9647,35.37706643,57.2038,43.7523,34.3652,48.33,25.686,55.9598,47.2347,68.67118016,84.33742,1683639.297,9.1537,24.5678,78.4743
9/7/10,38.5359,122.7,35.9286,85.0832,6.040333952,93.8499,35.4328,35.41388807,56.108,43.834,34.1138,47.8009,25.6719,55.8754,46.808,69.1916381,84.96852,1571970.536,9.1175,24.3496,78.1291
9/8/10,38.6193,122.71,36.1715,84.3987,6.19615009,93.5691,35.8234,35.46130716,56.4403,43.7808,34.4675,48.0525,25.8611,55.8884,47.0713,69.50668173,84.7992,1525345.093,9.1115,24.4839,77.4457
9/9/10,38.157,121.56,36.2974,82.7121,6.255106346,93.3584,36.0362,35.47499876,56.4762,43.6834,34.3816,48.2953,25.9381,56.1157,47.1893,69.43756055,84.35281,1471492.844,9.1416,24.5846,77.6379
9/10/10,38.3692,121.73,36.4953,82.3292,6.388046357,93.455,36.1653,35.52096816,56.6559,43.6834,34.7161,48.5034,25.8261,56.2651,47.4344,69.04321889,84.41438,1595237.454,9.1476,24.5342,77.5027
9/13/10,39.021,121.62,36.9361,82.7406,6.701525146,94.0957,37.0459,35.58307382,58.0481,43.7236,35.2706,49.1279,26.1132,56.5606,47.9883,69.0159129,84.52982,1652634.946,9.1898,24.9202,77.8016
9/14/10,38.8694,124.024,36.9451,83.5432,6.701298445,93.9991,37.0285,35.60808178,57.7966,43.7178,35.2553,49.1192,26.1202,56.5508,48.0518,70.32163981,84.93004,1659260.847,9.1778,24.8195,77.702
9/15/10,39.218,123.94,37.0711,82.2884,6.831447654,93.7973,37.0808,35.62513978,58.1267,43.692,35.4097,49.284,26.1833,56.4989,48.297,70.58375557,84.7915,1685419.987,9.1537,24.8698,78.001
9/16/10,39.0058,124.63,36.9901,81.4655,6.855527667,93.6042,36.889,35.63641621,57.7517,43.6318,35.3471,49.2667,26.2043,56.5963,48.3736,71.2213771,84.52213,1742013.142,9.1537,24.7524,77.9796
9/17/10,39.1271,124.5425,37.0384,81.7995,6.863424733,93.3321,36.8279,35.65564009,57.9942,43.6232,35.4264,49.2927,26.2463,56.7002,48.4786,71.38681074,84.7992,1698739.25,9.1591,24.7859,77.944
9/20/10,40.1123,124.87,37.7255,82.2803,7.044431824,93.7007,37.4209,35.71267551,59.6222,43.5715,36.191,50.1166,26.2604,56.7911,49.2231,71.53561175,84.90695,1458549.314,9.1959,25.1216,77.9298
9/21/10,39.506,126.01,37.5266,83.4373,7.018096762,94.9119,37.3075,35.75044068,59.2697,43.7264,35.9527,49.9952,26.2253,56.6937,49.1504,71.19917781,85.56114,1526191.647,9.2139,24.8195,78.0223
9/22/10,38.9527,126.2,37.2734,84.195,6.891739634,95.0436,37.3337,35.76412058,58.5601,43.7092,35.6656,49.7263,26.1973,56.4599,49.0052,72.25753213,85.50726,1558739.779,9.238,24.6853,78.2643
9/23/10,37.9599,126.3,36.9841,84.4411,6.678819168,94.9734,37.0895,35.74890072,57.8445,43.6662,35.503,49.2927,26.0642,56.3105,48.7691,72.15663622,85.56883,1627137.25,9.1959,24.7692,78.3284
9/24/10,39.0703,126.69,37.852,83.2906,7.043226212,94.495,37.7871,35.75920839,59.7445,43.6077,36.4599,50.3537,26.3303,56.5379,49.8199,72.82585378,85.37642,1454372.646,9.2079,25.1398,78.3426
9/27/10,38.5732,126.72,37.7074,84.7573,7.010021725,94.7715,37.7152,35.78564982,59.5914,43.692,36.2302,50.1357,26.3443,56.6353,49.6558,72.96605717,85.82281,1353062.728,9.2314,25.0365,78.7626
9/28/10,38.7338,127.85,37.9786,85.3439,7.018621265,95.4385,37.9964,35.79595585,60.1857,43.6989,36.613,50.4217,26.3864,56.7197,49.8563,72.34174191,85.97674,1389253.898,9.2501,25.0881,78.8907
9/29/10,38.4203,127.95,37.9334,84.9854,6.908204895,95.0085,38.1272,35.85056811,60.3568,43.6662,36.4981,50.3362,26.3513,56.8561,49.8016,73.73361173,85.89208,1400766.333,9.2862,25.157,79.026
9/30/10,38.535,127.91,37.8701,84.9284,6.732067049,94.7978,38.3539,35.88374689,60.2037,43.7198,36.3259,50.2229,26.2533,57.1484,49.6331,74.05295314,86.13836,1305215.98,9.3104,25.0881,79.2324
10/1/10,38.7338,128.91,37.9786,84.5131,6.865628509,95.0574,38.9294,35.92655518,60.5279,43.7412,36.4216,50.4496,26.4416,57.2248,49.747,74.25399969,85.71627,1229284.943,9.3586,25.0881,79.3292
10/4/10,39.1009,128.46,37.6712,84.7339,6.768055356,95.2068,38.8073,35.94889493,59.6995,43.7428,36.0005,49.9962,26.2308,57.0221,49.3004,74.17322444,85.85533,1161216.623,9.3646,25.1742,79.3006
10/5/10,39.7432,130.99,38.4849,84.2187,7.096424538,95.8219,39.5223,36.01481303,61.4104,43.8187,36.8618,51.0511,26.6103,57.2313,50.3029,75.02998387,86.03303,1176095.939,9.3881,25.312,79.8437
10/6/10,39.5214,131.81,38.3493,85.29,7.181815141,96.6743,39.5049,36.07880132,61.2033,43.8339,36.3929,50.9988,26.3432,57.179,50.1844,76.3687804,86.59703,1291020.712,9.4128,25.3981,80.051
10/7/10,39.6361,130.37,38.3312,84.5703,7.229970647,96.4546,39.1474,36.12906283,61.0232,43.8815,36.4024,50.9299,26.5611,57.2967,50.1343,77.03826199,86.57385,1042419.036,9.467,25.2603,80.0939
10/8/10,39.7508,131.66,38.6295,84.1941,7.513252046,97.0961,39.627,36.19761862,61.8066,44.0687,36.8713,51.2778,26.6876,57.4928,50.5398,75.4946045,86.48887,1074366.889,9.4731,25.3636,80.3798
10/11/10,39.7432,132.292,38.738,84.2105,7.700195976,97.0961,39.6008,36.19659537,61.8606,44.0342,36.8311,51.3562,26.7579,57.6171,50.5763,76.91986051,86.56613,1036726.003,9.5092,25.3464,80.7085
10/12/10,40.0338,131.96,38.8736,83.3681,7.95524834,96.7974,39.4351,36.26634911,62.0227,44.0773,37.0819,51.5393,26.786,57.5648,50.7358,76.52152732,86.43478,1036981.577,9.5152,25.5186,80.8443
10/13/10,40.462,134.07,39.19,83.2373,8.144306477,97.3861,40.1719,36.32430312,62.9772,44.1376,37.4263,51.9491,26.8493,57.7609,51.237,77.6407596,86.38843,1078663.968,9.5514,25.5016,81.1873
10/14/10,40.355,134.75,38.9866,81.9761,7.9006082,97.6937,40.1022,36.35962577,62.9322,43.9049,37.3689,51.8096,27.1093,57.4798,51.1687,79.05026011,85.68536,1058573.73,9.5213,25.5358,80.7657
10/15/10,40.3014,133.68,39.0273,80.9637,7.967824761,97.061,40.0542,36.36485669,62.716,44.0115,37.7995,51.8532,26.8703,57.6301,51.6015,78.68662106,85.13682,986544.7249,9.5152,25.467,80.8014
10/18/10,40.8367,134.28,39.1629,81.6261,8.2280464,97.2807,40.0717,36.37297583,63.2473,44.1149,37.8187,52.1409,26.7227,57.5517,51.7246,78.15997077,85.73172,945007.6746,9.5152,25.6564,80.3369
10/19/10,40.3167,130.11,38.5843,82.125,8.024570601,97.3334,38.7811,36.35365417,62.0047,44.1635,36.9804,51.3737,26.7017,57.5451,50.9363,77.44820468,85.73944,963259.7745,9.4731,25.708,80.2082
10/20/10,41.2267,131.32,38.9731,82.3049,8.444873433,97.3071,39.409,36.34468356,62.644,44.2324,37.4263,51.8968,26.793,57.7282,51.4284,76.88993713,85.89396,961712.7322,9.5213,25.7769,80.1654
10/21/10,41.1808,129.47,39.0047,81.3153,8.663861521,97.3071,39.409,36.34871074,62.3378,44.2574,37.4493,51.9839,26.8422,57.6367,51.6243,77.37308097,85.66218,855670.9895,9.5129,25.6908,80.1868
10/22/10,41.2038,129.73,39.1448,81.8715,9.00599729,97.3334,39.4526,36.36958559,62.7431,44.2324,37.8857,52.1409,26.8633,57.9047,51.8522,75.7,85.77035,816596.3553,9.5152,25.5358,80.3297
10/25/10,41.2802,130.85,39.2895,82.1086,9.074786499,97.6322,39.8885,36.4094728,63.1213,44.198,38.1919,52.3152,26.9336,58.1335,52.08,76.64,86.07939,798632.1582,9.5213,25.5531,80.8157
10/26/10,40.9743,130.88,39.2126,80.8246,8.905643941,97.0961,39.8537,36.43323279,63.0762,44.2066,38.3067,52.3065,26.9687,58.225,52.162,77.04,85.61583,863934.2841,9.5454,25.3292,80.7014
10/27/10,40.6761,129.52,39.1177,80.1049,8.738548817,96.4898,39.1648,36.44832752,62.9141,44.1893,38.5057,52.2019,27.0812,58.1597,52.1165,76.17,85.39178,861813.0831,9.5514,25.2431,80.4369
10/28/10,40.4161,131.24,39.0906,80.3257,8.753748714,96.8413,39.4177,36.49374426,62.5269,44.185,38.4502,52.2019,27.1374,58.1923,52.1392,77.23,85.73944,949014.2781,9.5514,25.157,80.5084
10/29/10,40.4238,132.62,39.2352,81.0863,8.760215717,97.1665,39.531,36.54541538,62.725,44.2979,38.6225,52.2716,27.1837,58.2185,52.2258,78.618,85.90942,1057271.418,9.6056,25.312,80.7693
11/1/10,40.7832,131.92,39.172,80.7331,8.813889499,97.3204,39.9757,36.57638818,62.2928,44.2636,38.6129,52.2803,27.2182,58.1075,52.3078,78.35,85.87983,895390.762,9.6177,25.2087,80.8073
11/2/10,41.0738,132.49,39.5517,81.8078,9.009301045,97.5583,40.4771,36.60952497,63.5985,44.3155,39.0339,52.6988,27.2648,58.3971,52.8546,78.81,86.28313,921969.6791,9.6659,25.3809,81.0584
11/3/10,41.0738,131.57,39.6511,80.1177,9.532437983,97.3821,40.7343,36.66166975,63.8506,44.3414,39.0722,52.9168,27.3353,58.5945,53.0187,78.31,85.99617,897609.4522,9.6659,25.3292,81.4673
11/4/10,42.0526,136.03,40.4648,80.7495,10.12894281,97.6199,41.6761,36.76001148,65.4805,44.4969,39.9143,53.9629,27.5258,59.3711,53.9164,81.84,86.81828,911590.5817,9.7081,25.9233,81.8835
11/5/10,42.519,136.38,40.6727,79.3465,10.13366134,97.2852,41.5976,36.79338095,65.8497,44.3889,40.1822,54.207,27.9419,59.3053,54.0394,82.556,86.53908,968978.1407,9.7925,26.0524,81.5534
11/8/10,42.282,137.78,40.6275,79.7075,10.07417495,97.4173,41.4276,36.84070397,65.7979,44.3933,40.2492,54.1373,27.6245,59.1276,54.0394,84.06,86.58561,1072066.686,9.7619,25.863,81.1445
11/9/10,40.5155,135.59,40.2207,77.9271,10.02678882,96.5277,40.8913,36.87382868,64.9132,44.1686,39.9526,53.7101,27.7656,58.9565,53.6931,82.35,85.93412,1157259.389,9.8353,25.6736,80.4198
11/10/10,41.0355,137.24,40.3924,78.0338,10.1301288,96.7656,41.1965,36.83597521,65.6426,44.065,40.3162,53.9455,27.8008,58.4629,53.9574,83.43,85.74798,1039985.229,9.8231,25.8802,80.3194
11/11/10,40.6991,137.66,40.3744,77.9928,10.04061786,96.7744,40.7867,36.83493423,65.3814,44.1081,40.2492,53.7973,27.7444,58.226,53.7022,84.05,85.36795,946178.6572,9.8047,25.8458,80.1544
11/12/10,40.3091,133.69,39.8319,77.5661,9.444664461,95.9764,39.7839,36.77663422,64.2829,44.0822,39.4837,53.1086,27.5822,58.0088,52.9184,80.59,84.763,857045.7618,9.7668,25.6564,79.5087
11/15/10,39.9114,132.42,39.7686,75.9252,9.585691533,94.7574,39.7665,36.78329337,64.2919,44.0131,39.3402,53.0301,27.4905,57.8969,52.8273,79.45,83.82455,886691.2521,9.8047,25.6219,78.7912
11/16/10,38.4968,130.968,39.0815,77.8352,9.176087095,94.9335,38.7005,36.71850256,63.0312,43.8834,38.6607,52.1757,27.3424,57.2454,51.9889,78.48,84.27438,864179.7438,9.664,25.3809,78.2531
11/17/10,38.8026,130.38,39.172,77.402,9.377005324,94.9511,38.9032,36.65684266,63.2023,43.9871,38.8349,52.2629,27.2789,57.5416,52.121,78.72,84.27438,991348.4963,9.6701,25.5014,78.784
11/18/10,39.162,132.088,39.7415,77.722,10.01860135,95.1097,39.8449,36.67120234,64.4449,44.1253,39.5602,53.0083,27.3988,58.2852,52.9367,81.07,84.33643,986314.8988,9.7007,25.5186,79.071
11/19/10,39.3761,132.2,39.9314,78.2061,10.13930294,95.3827,39.8711,36.65332738,64.6611,44.1841,40.01,53.2219,27.5046,58.2655,53.2101,81.61,84.63115,1085990.16,9.7265,25.5528,78.6047
11/22/10,39.4832,133.48,39.9946,78.5425,10.47519378,95.7174,39.749,36.66191324,64.978,44.2593,40.2492,53.2306,27.3847,57.8509,53.365,82.39,85.10425,1167292.887,9.7374,25.6047,78.9634
11/23/10,39.162,134.41,39.4341,78.9363,9.994994093,95.7527,38.4672,36.61926411,64.3526,44.2896,39.6751,52.4634,27.2436,57.0414,52.5995,82.24,85.15079,1153784.162,9.7313,25.5513,78.2459
11/24/10,39.942,134.18,40.1212,77.5087,10.42280544,95.2418,39.3697,36.60307571,65.8137,44.166,40.5363,53.3178,27.4552,57.3902,53.5199,82.33,84.44501,1132540.792,9.7252,25.7941,78.0379
11/26/10,39.8579,133.11,39.8229,78.5999,9.754526511,95.5236,38.38,36.6030033,65.3544,44.105,40.3258,52.9516,27.3917,57.1796,53.1736,80.9,84.55359,1140983.997,9.7007,25.7252,77.8442
11/29/10,39.835,133.508,39.7234,79.2809,9.659666975,95.6293,38.6852,36.58368947,65.4535,44.1424,40.1918,52.8732,27.42,57.331,53.0734,81.628,84.63891,993844.5653,9.7068,25.7941,77.6289
11/30/10,39.6514,135.42,39.5607,79.6993,8.971420873,95.506,38.3626,36.53311028,64.9312,44.1011,39.9908,52.5419,27.2789,57.4626,52.7453,83.29,84.50706,972533.3659,9.7038,25.6736,77.1985
12/1/10,39.8885,135.38,40.4557,77.9076,9.418769671,94.8784,39.4831,36.57176089,66.399,43.8414,40.8903,53.6839,27.5848,58.0046,53.8662,84.03,84.31724,1034590.784,9.7007,25.8458,77.5145
12/2/10,40.5232,135.2,41.0524,77.6985,10.2037822,94.8432,40.2722,36.60271341,67.0743,43.8761,41.4166,54.3814,27.6839,58.0377,54.4951,84.45,84.13038,1088324.594,9.7062,26.1729,78.0189
12/3/10,40.5155,138.07,41.2151,77.081,10.59778218,94.8343,40.4204,36.61851326,67.5606,43.8207,41.5889,54.5557,27.8042,58.1371,54.6864,86.13,83.88902,1092763.931,9.7043,26.3107,78.4728
12/6/10,40.5997,139.11,41.188,78.1843,10.85476468,95.2137,40.3507,36.63407172,67.9838,43.9415,41.5793,54.5383,27.6769,58.1026,54.6409,87.4,84.48075,1197471.244,9.7068,26.3107,78.7899
12/7/10,40.6914,136.5,41.2016,76.4883,10.89800611,94.2609,40.1589,36.68858663,68.38,43.7895,41.3497,54.5993,27.7618,58.4087,54.6409,84.62,83.68658,1121350.353,9.7129,26.3279,78.4368
12/8/10,40.072,134.79,41.3055,75.7391,11.22258494,93.3301,39.8973,36.72963212,68.335,43.7289,41.4645,54.7562,27.8679,58.2166,54.7047,83.71,83.14157,1282796.541,9.6823,26.3623,77.637
12/9/10,39.705,135.37,41.4863,76.1178,11.44225813,93.2199,39.7621,36.75240004,68.5691,43.6164,41.4836,54.9568,28.0674,58.0907,54.7867,84.06,83.344,1142154.362,9.7007,26.3796,77.8748
12/10/10,39.9726,135.408,41.7576,75.6485,11.49085478,92.7611,39.9409,36.76771248,69.429,43.5732,41.7516,55.3142,28.1447,58.1172,55.0874,84.22,82.9547,1130961.713,9.7374,26.6551,77.6586
12/13/10,40.0414,136.05,41.6943,75.9367,11.34298938,93.3257,40.2025,36.81644669,69.0733,43.7029,41.5889,55.3316,28.0306,57.8191,55.051,85.55,83.26614,1135027.581,9.7864,26.7756,77.3056
12/14/10,39.6361,136.18,41.6943,74.8129,11.2208702,92.4259,40.2635,36.88152836,69.0373,43.5125,41.3037,55.3491,27.9669,58.1106,55.0965,85.64,82.75227,1019760.992,9.7497,26.7584,77.3056
12/15/10,39.2461,134.7,41.5225,73.829,11.02495959,92.717,39.6008,36.93362277,68.8212,43.2442,41.0913,55.105,27.8962,57.8787,54.8869,84.3,82.23061,996128.1447,9.6701,26.4657,76.7508
12/16/10,39.315,133.81,41.8208,74.3477,11.21722135,93.1316,39.7142,36.9546987,69.4605,43.4432,41.4645,55.4371,28.0094,58.0973,55.2059,84.07,82.63548,878664.6148,9.6273,26.6379,76.2176
12/17/10,39.6514,134.2,41.9762,75.7226,11.39351857,93.7668,39.7795,36.95533739,69.6767,43.6804,41.6055,55.5452,27.9811,58.1834,55.3517,84.57,83.3985,890870.4272,9.6211,26.7412,76.3545
12/20/10,40.1408,135.11,42.1121,75.6403,11.74638164,93.758,39.5877,36.97593066,69.9558,43.6223,41.6626,55.6891,28.1509,58.2894,55.4428,85.12,83.344,995684.0868,9.6028,26.9306,76.7436
12/21/10,40.5767,135.32,42.4113,76.1754,11.97654796,93.9168,40.1804,37.00085015,70.7401,43.8674,41.9121,56.0291,28.1933,58.4153,55.7071,85.16,83.52308,869523.6897,9.6579,27.1544,77.1471
12/22/10,40.8979,135.05,42.5111,75.6238,11.97614005,93.8462,40.3232,37.0248066,70.7184,43.902,41.7876,56.2447,28.2429,58.5809,55.7709,85,83.453,935894.7522,9.7068,27.3094,77.2696
12/23/10,40.7067,134.66,42.4113,75.4674,11.61667079,93.4934,40.2771,37.04251137,70.628,43.7694,41.6246,56.1658,28.1792,58.6405,55.6707,84.91,83.49193,898960.6784,9.7129,27.4535,77.3416
12/27/10,41.2285,135.02,42.4385,76.1507,11.29434111,93.6963,40.1452,37.04218583,70.845,43.8221,41.5288,56.2009,28.2499,58.6869,55.6734,85.15,83.65544,913257.3346,9.7068,27.5063,77.32
12/28/10,41.3986,137.22,42.4385,74.6393,11.23476749,92.9911,40.1804,37.07599479,70.646,43.6846,41.4617,56.2534,28.1084,58.7247,55.6369,87.136,82.98139,1000896.688,9.7558,27.3478,77.219
12/29/10,41.4836,137.71,42.4567,75.9197,11.36611645,93.6013,40.7037,37.11172487,70.7998,43.8133,41.5959,56.3411,28.4,58.9247,55.8197,87.68,83.61454,1000130.741,9.7864,27.5415,77.0888
12/30/10,41.5996,137.03,42.4703,75.8619,11.4481299,93.5129,40.9147,37.14865479,70.6641,43.7525,41.571,56.271,28.2643,58.9914,55.7557,87.25,83.65362,1035759.131,9.8225,27.5944,77.1466
12/31/10,41.5146,138.72,42.4476,76.7128,11.6142065,94.1673,41.2066,37.17789099,70.1938,43.9103,41.3544,56.2447,28.3357,59.0981,55.6917,88.4,83.86467,1083683.041,9.8353,27.4535,77.4868
1/3/11,42.3108,138,42.8828,76.1263,11.80809133,93.7694,41.6093,37.24317912,71.424,43.9719,41.9217,56.8319,28.4285,59.1447,56.2129,87.87,84.19298,1264430.868,9.8659,27.6472,77.8124
1/4/11,41.4759,134.75,42.6742,76.2171,11.88559404,94.0081,41.8028,37.36086002,70.3584,43.9191,41.6055,56.718,28.557,59.4181,55.9569,85.76,84.30241,1279847.436,9.8353,27.1717,78.29
1/5/11,41.6305,134.37,42.9009,74.5153,12.10584385,93.6455,41.6973,37.48286057,71.1888,43.7516,41.9026,57.0335,28.6213,59.5714,56.3226,85.01,83.67707,1118583.502,9.8231,27.4887,77.8413
1/6/11,41.2285,133.83,42.8102,74.8458,12.13577885,93.9197,41.2444,37.56471799,70.8541,43.8045,41.8259,56.902,28.5927,59.6448,56.2586,84.5682,83.80605,1089251.582,9.8231,27.5768,77.2407
1/7/11,41.244,133.58,42.7286,75.2506,12.08655209,94.2204,40.8619,37.56846338,70.447,43.9764,41.8546,56.7706,28.5913,59.4114,56.2312,84.0437,84.23206,1080336.586,9.8353,27.6472,77.3999
1/10/11,41.2363,134.12,42.7105,75.6636,12.09620375,94.4946,40.4311,37.56571979,70.8541,44.016,41.9404,56.8144,28.642,59.3648,56.2495,84.56,84.38058,1064860.27,9.861,27.5239,77.2045
1/11/11,41.1435,134.91,42.919,75.2341,12.46900577,94.5299,40.8663,37.59662074,71.1435,43.9367,42.1134,57.0423,28.6927,59.5981,56.4781,85.62,84.34149,1125847.234,9.8996,27.6296,77.4144
1/12/11,41.3213,135.46,43.3157,74.6393,13.06517382,94.5034,41.7061,37.64314013,71.7586,43.9103,42.3913,57.5594,28.7783,59.7248,56.9261,86.226,84.28678,1163486.087,9.9271,27.7705,77.7834
1/13/11,41.4604,134.05,43.2635,75.3167,13.1562201,94.7952,41.3368,37.68989722,71.7315,44.0248,42.4393,57.4717,28.8568,59.7115,56.8712,84.73,84.65416,1078288.123,9.9333,27.6648,77.9354
1/14/11,41.7465,132.69,43.5174,74.8251,13.76233953,94.3796,41.4599,37.76837092,72.2742,44.0203,42.7459,57.8486,28.9033,59.8115,57.2141,83.9501,84.24769,1130191.965,9.9577,27.8937,78.0367
1/18/11,42.1176,133.43,43.7078,74.474,14.16774775,94.3973,41.3983,37.86750523,72.3285,43.9896,42.9185,57.9976,28.9282,59.8048,57.4838,84.81,84.20079,1096891.791,9.9333,27.9113,77.892
1/19/11,41.5455,133.72,43.1275,75.0193,13.45293437,94.4326,41.073,37.9053616,70.4561,43.9748,42.238,57.2964,28.6284,59.6181,56.8438,84.77,84.13826,1193038.554,9.8537,27.2598,77.646
1/20/11,41.5532,131.2,43.0369,73.9701,13.52204139,93.5306,40.6157,37.89107566,69.7144,43.9279,41.8259,57.1211,28.5784,59.4981,56.5878,82.62,83.77087,1283689.8,9.7803,27.1365,77.371
1/21/11,41.5841,131.03,43.0459,74.5649,13.38185528,93.7074,40.1849,37.91066865,69.244,43.9521,41.7301,57.2176,28.6355,59.7448,56.4689,82.59,83.89594,1325465.228,9.817,27.1541,77.2914
1/24/11,41.8006,130.36,43.327,74.598,13.69561088,93.6455,40.5036,37.95957272,69.7596,43.9984,41.9984,57.5418,28.7926,59.8315,56.917,81.71,83.93502,1203814.545,9.8904,27.2774,77.5085
1/25/11,42.3031,130.1,43.2998,75.3167,13.84061937,94.017,40.2508,37.99574041,69.8681,44.0423,41.8163,57.5769,28.764,59.9248,56.9352,81.24,84.35713,1118908.443,9.8843,27.3302,77.4506
1/26/11,42.3727,131.16,43.6262,74.1601,14.31105186,93.8578,40.6157,38.0458406,70.9898,43.9631,42.3147,57.91,28.8711,60.0515,57.3558,82.54,83.88031,1127058.587,9.9516,27.3654,77.4361
1/27/11,43.0607,127.925,43.8302,74.4988,14.55812938,93.7959,40.4751,38.09185382,71.1978,43.9984,42.5447,58.0852,29.0496,60.1315,57.4473,80.748,84.02101,990265.3015,9.9761,27.5833,77.1684
1/28/11,42.3263,130.28,42.9553,74.8954,13.07372895,94.1585,39.1737,38.08981701,69.443,44.0601,41.7492,57.0335,28.7069,59.7648,56.2678,82.68,84.13044,992951.6665,9.9333,27.2598,76.5967
1/31/11,42.9061,129.87,43.3542,74.3171,13.24421793,94.185,39.5958,38.08201475,69.9315,44.0389,42.1613,57.4104,28.657,60.0915,56.7432,82.71,83.89594,1059726.74,9.9761,27.2422,76.6835
2/1/11,43.0143,130.8,43.9797,73.944,13.92589353,94.1001,40.5718,38.09078834,71.5596,43.9559,42.7939,58.3657,29.0139,60.2113,57.5433,83.76,83.78378,1007150.481,9.9883,27.5768,77.0357
2/2/11,43.0143,130.45,43.8982,73.9606,13.90688352,93.8432,40.264,38.10220381,71.2883,43.9241,42.8226,58.2956,28.8497,60.2784,57.4198,83.37,83.61898,1064080.084,10.009,27.6472,77.1374
2/3/11,43.138,132.2,44.1339,73.3388,14.10350836,93.3472,40.2113,38.13259524,71.5397,43.827,43.0814,58.4271,28.9782,60.2784,57.6119,84.62,83.41298,997700.711,10.0312,27.5944,76.9412
2/4/11,42.8133,131.66,44.3424,72.5844,14.46524377,92.8158,40.2003,38.18316209,71.6682,43.6946,43.5414,58.5936,29.0353,60.5469,57.877,84.6,83.15597,979001.9226,10.0312,27.4887,76.4761
2/7/11,43.2462,131.68,44.6325,72.9657,14.75355231,92.798,40.2552,38.24069182,72.3828,43.6769,43.7331,58.988,29.1852,60.6609,58.1513,84.94,83.25014,838561.3878,10.0084,27.7,76.2072
2/8/11,43.4395,133.14,44.82,72.2859,14.9210835,92.3109,40.2728,38.28404709,72.8984,43.5004,44.011,59.286,29.1852,60.728,58.4421,86.62,82.94408,798854.8744,9.9959,27.8937,76.447
2/9/11,43.4704,133.07,44.7096,72.9243,14.88925893,92.5766,39.332,38.2901714,72.5727,43.5798,43.9919,59.1326,29.278,60.3791,58.3251,86.362,83.48557,802823.6141,9.9773,27.8409,76.0836
2/10/11,43.656,132.85,44.841,72.0704,14.84733187,92.0009,38.9539,38.26555266,72.8622,43.4845,44.2985,59.1984,29.3851,60.4462,58.3525,86.16,83.06965,772690.4904,9.9897,27.8057,75.8947
2/11/11,43.9497,132.3225,45.1946,73.1232,15.058176,92.4792,39.4331,38.25006174,73.6582,43.443,44.6148,59.5928,29.3352,60.6005,58.7502,85.58,83.53266,736258.2571,9.9897,28.0698,76.0037
2/14/11,43.9574,132.95,45.2671,73.1738,15.22179283,92.55,39.2353,38.26147,74.0381,43.7652,44.8736,59.7505,29.3994,60.6475,58.8645,86.79,83.58759,743985.4195,10.0767,28.0874,75.822
2/15/11,43.7874,133.97,45.1039,73.5046,15.04791,92.6652,39.3144,38.2527044,73.6111,43.8049,44.6244,59.5577,29.378,60.5267,58.7091,87.2,83.77593,765747.3915,10.1388,27.7881,75.8002
